Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
5-November-2020,665.55,715.00,664.35,700.60,697.956692564473723080,135404,9109,94506128.00,42420,31.33,50.65,35.05
4-November-2020,670.10,674.00,660.00,661.05,664.197596087297559175,43346,4047,28790309.00,20364,46.98,14.00,-9.05
3-November-2020,682.00,682.00,670.10,672.80,676.231947991641513814,8614,827,5825062.00,3847,44.66,11.90,-9.20
2-November-2020,690.00,691.70,671.10,674.85,680.183463516860354353,36743,4099,24991981.00,19137,52.08,20.60,-15.15
30-October-2020,695.00,704.30,685.00,687.70,691.837427008990638613,10789,1036,7464234.00,5147,47.71,19.30,-7.30
29-October-2020,700.55,707.40,690.80,694.80,697.518221050107887796,8342,690,5818697.00,3070,36.80,16.60,-5.75
28-October-2020,702.00,712.40,696.25,700.55,703.742846594055750415,10834,754,7624350.00,5073,46.82,16.15,-1.45
27-October-2020,701.05,708.85,690.10,700.25,700.442743553540908077,13457,1025,9425858.00,5365,39.87,18.75,-0.80
26-October-2020,726.00,726.00,695.75,700.85,701.435009797517962116,30620,3244,21477940.00,23504,76.76,30.25,-25.15
23-October-2020,737.00,737.00,716.05,717.80,721.663695577648268769,8751,707,6315279.00,3102,35.45,20.95,-19.20
22-October-2020,700.00,732.60,699.95,725.05,722.884798397195091409,31944,2384,23091832.00,9104,28.50,32.65,25.05
21-October-2020,727.95,727.95,693.45,698.50,706.360121836925960637,29876,2570,21103215.00,13833,46.30,34.50,-29.45
20-October-2020,748.45,748.45,716.00,717.40,723.555044924557261980,111409,8583,80610544.00,64993,58.34,32.45,-31.05
19-October-2020,748.00,751.00,740.20,741.60,743.418099022277780258,22399,2250,16651822.00,9853,43.99,10.80,-6.40
16-October-2020,749.50,757.50,740.05,744.90,744.998722119325657635,316931,3235,236113190.00,13614,4.30,17.45,-4.60
15-October-2020,777.70,777.70,742.25,745.85,755.919734271199687377,12795,1438,9671993.00,6432,50.27,35.45,-31.85
14-October-2020,756.10,787.50,756.10,768.60,772.230031895249286553,59570,4643,46001743.00,13460,22.60,31.40,12.50
